Breed,Class Name,Entries
Tibetan Terrier,Class 1465.  For Working Gundogs - Best Dog Dog,12
Tibetan Terrier,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Tibetan Terrier,Class 1467.  For Gamekeepers,2
Tibetan Terrier,Class 1468.  For Working Gundogs - Best Dog Dog,5
Tibetan Terrier,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Tibetan Terrier,Class 1470.  For Gamekeepers,7
Tibetan Terrier,Class 1471.  For Working Gundogs - Best Dog Dog,11
Tibetan Terrier,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Tibetan Terrier,Class 1473.  For Gamekeepers,12
Tibetan Terrier,Class 1474.  For Working Gundogs - Best Dog Dog,48
Tibetan Terrier,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Tibetan Terrier,Class 1476.  For Gamekeepers,11
Tibetan Terrier,Class 1477.  For Working Gundogs - Best Dog Dog,21
Tibetan Terrier,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Tibetan Terrier,Class 1479.  Gamekeeper Team,29
Tibetan Terrier,Class 1480.  Class restricted to Retired Gamekeepers,5
Tibetan Terrier,Class 1481.  Working Gundog Team,45
Tibetan Terrier,Class 1482.  Best Young Handler under 14 years,15
Tibetan Terrier,Class 1483.  Best Young Handler 14-18 years,2
Tibetan Terrier,Class 3252.  Puppy Dog,1
Tibetan Terrier,Class 3253.  Junior Dog,2
Tibetan Terrier,Class 3254.  Post Graduate Dog,3
Tibetan Terrier,Class 3255.  Limit Dog,4
Tibetan Terrier,Class 3256.  Open Dog,9
Tibetan Terrier,Class 3257.  Good Citizen Dog Scheme Dog,3
Tibetan Terrier,Class 3258.  Puppy Bitch,0
Tibetan Terrier,Class 3259.  Junior Bitch,6
Tibetan Terrier,Class 3260.  Post Graduate Bitch,8
Tibetan Terrier,Class 3261.  Limit Bitch,5
Tibetan Terrier,Class 3262.  Open Bitch,10
Tibetan Terrier,Class 3263.  Good Citizen Dog Scheme Bitch,3
Tibetan Terrier,Class 2329.  Puppy Dog,0
Tibetan Terrier,Class 2330.  Junior Dog,5
Tibetan Terrier,Class 2331.  Post Graduate Dog,9
Tibetan Terrier,Class 2332.  Open Dog,16
Tibetan Terrier,Class 2333.  Good Citizen Dog Scheme Dog,2
Tibetan Terrier,Class 2334.  Puppy Bitch,2
Tibetan Terrier,Class 2335.  Junior Bitch,5
Tibetan Terrier,Class 2336.  Post Graduate Bitch,11
Tibetan Terrier,Class 2337.  Open Bitch,14
Tibetan Terrier,Class 2338.  Good Citizen Dog Scheme Bitch,4
Tibetan Terrier,Class 2737.  Veteran Dog,7
Tibetan Terrier,Class 2738.  Minor Puppy Dog,1
Tibetan Terrier,Class 2739.  Puppy Dog,1
Tibetan Terrier,Class 2740.  Junior Dog,5
Tibetan Terrier,Class 2741.  Yearling Dog,5
Tibetan Terrier,Class 2742.  Post Graduate Dog,2
Tibetan Terrier,Class 2743.  Limit Dog,3
Tibetan Terrier,Class 2744.  Open Dog,18
Tibetan Terrier,Class 2745.  Good Citizen Dog Scheme Dog,0
Tibetan Terrier,Class 2746.  Veteran Bitch,5
Tibetan Terrier,Class 2747.  Minor Puppy Bitch,2
Tibetan Terrier,Class 2748.  Puppy Bitch,4
Tibetan Terrier,Class 2749.  Junior Bitch,8
Tibetan Terrier,Class 2750.  Yearling Bitch,6
Tibetan Terrier,Class 2751.  Post Graduate Bitch,6
Tibetan Terrier,Class 2752.  Limit Bitch,5
Tibetan Terrier,Class 2753.  Open Bitch,11
Tibetan Terrier,Class 2754.  Good Citizen Dog Scheme Bitch,0
Tibetan Terrier,Class 802.  Puppy Dog,0
Tibetan Terrier,Class 803.  Junior Dog,3
Tibetan Terrier,Class 804.  Post Graduate Dog,7
Tibetan Terrier,Class 805.  Limit Dog,4
Tibetan Terrier,Class 806.  Open Dog,10
Tibetan Terrier,Class 807.  Good Citizen Dog Scheme Dog,0
Tibetan Terrier,Class 808.  Puppy Bitch,5
Tibetan Terrier,Class 809.  Junior Bitch,7
Tibetan Terrier,Class 810.  Post Graduate Bitch,7
Tibetan Terrier,Class 811.  Limit Bitch,9
Tibetan Terrier,Class 812.  Open Bitch,9
Tibetan Terrier,Class 813.  Good Citizen Dog Scheme Bitch,0
Tibetan Terrier,Class 393.  Veteran Dog,8
Tibetan Terrier,Class 394.  Minor Puppy Dog,1
Tibetan Terrier,Class 395.  Puppy Dog,5
Tibetan Terrier,Class 396.  Junior Dog,7
Tibetan Terrier,Class 397.  Yearling Dog,11
Tibetan Terrier,Class 398.  Post Graduate Dog,9
Tibetan Terrier,Class 399.  Mid Limit Dog,7
Tibetan Terrier,Class 400.  Limit Dog,7
Tibetan Terrier,Class 401.  Open Dog,14
Tibetan Terrier,Class 402.  Good Citizen Dog Scheme Dog,6
Tibetan Terrier,Class 403.  Veteran Bitch,11
Tibetan Terrier,Class 404.  Minor Puppy Bitch,2
Tibetan Terrier,Class 405.  Puppy Bitch,8
Tibetan Terrier,Class 406.  Junior Bitch,6
Tibetan Terrier,Class 407.  Yearling Bitch,11
Tibetan Terrier,Class 408.  Post Graduate Bitch,18
Tibetan Terrier,Class 409.  Mid Limit Bitch,15
Tibetan Terrier,Class 410.  Limit Bitch,10
Tibetan Terrier,Class 411.  Open Bitch,13
Tibetan Terrier,Class 412.  Good Citizen Dog Scheme Bitch,7
Any Variety Imported Breed Register (Utility),Class 1464.  For Gamekeepers,10
Any Variety Imported Breed Register (Utility),Class 1465.  For Working Gundogs - Best Dog Dog,12
Any Variety Imported Breed Register (Utility),Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Any Variety Imported Breed Register (Utility),Class 1467.  For Gamekeepers,2
Any Variety Imported Breed Register (Utility),Class 1468.  For Working Gundogs - Best Dog Dog,5
Any Variety Imported Breed Register (Utility),Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Any Variety Imported Breed Register (Utility),Class 1470.  For Gamekeepers,7
Any Variety Imported Breed Register (Utility),Class 1471.  For Working Gundogs - Best Dog Dog,11
Any Variety Imported Breed Register (Utility),Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Any Variety Imported Breed Register (Utility),Class 1473.  For Gamekeepers,12
Any Variety Imported Breed Register (Utility),Class 1474.  For Working Gundogs - Best Dog Dog,48
Any Variety Imported Breed Register (Utility),Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Any Variety Imported Breed Register (Utility),Class 1476.  For Gamekeepers,11
Any Variety Imported Breed Register (Utility),Class 1477.  For Working Gundogs - Best Dog Dog,21
Any Variety Imported Breed Register (Utility),Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Any Variety Imported Breed Register (Utility),Class 1479.  Gamekeeper Team,29
Any Variety Imported Breed Register (Utility),Class 1480.  Class restricted to Retired Gamekeepers,5
Any Variety Imported Breed Register (Utility),Class 1481.  Working Gundog Team,45
Any Variety Imported Breed Register (Utility),Class 1482.  Best Young Handler under 14 years,15
Any Variety Imported Breed Register (Utility),Class 1483.  Best Young Handler 14-18 years,2
Any Variety Imported Breed Register (Utility),Class 3252.  Puppy Dog,1
Any Variety Imported Breed Register (Utility),Class 3253.  Junior Dog,2
Any Variety Imported Breed Register (Utility),Class 3254.  Post Graduate Dog,3
Any Variety Imported Breed Register (Utility),Class 3255.  Limit Dog,4
Any Variety Imported Breed Register (Utility),Class 3256.  Open Dog,9
Any Variety Imported Breed Register (Utility),Class 3257.  Good Citizen Dog Scheme Dog,3
Any Variety Imported Breed Register (Utility),Class 3258.  Puppy Bitch,0
Any Variety Imported Breed Register (Utility),Class 3259.  Junior Bitch,6
Any Variety Imported Breed Register (Utility),Class 3260.  Post Graduate Bitch,8
Any Variety Imported Breed Register (Utility),Class 3261.  Limit Bitch,5
Any Variety Imported Breed Register (Utility),Class 3262.  Open Bitch,10
Any Variety Imported Breed Register (Utility),Class 3263.  Good Citizen Dog Scheme Bitch,3
Any Variety Imported Breed Register (Utility),Class 2329.  Puppy Dog,0
Any Variety Imported Breed Register (Utility),Class 2330.  Junior Dog,5
Any Variety Imported Breed Register (Utility),Class 2331.  Post Graduate Dog,9
Any Variety Imported Breed Register (Utility),Class 2332.  Open Dog,16
Any Variety Imported Breed Register (Utility),Class 2333.  Good Citizen Dog Scheme Dog,2
Any Variety Imported Breed Register (Utility),Class 2334.  Puppy Bitch,2
Any Variety Imported Breed Register (Utility),Class 2335.  Junior Bitch,5
Any Variety Imported Breed Register (Utility),Class 2336.  Post Graduate Bitch,11
Any Variety Imported Breed Register (Utility),Class 2337.  Open Bitch,14
Any Variety Imported Breed Register (Utility),Class 2338.  Good Citizen Dog Scheme Bitch,4
Any Variety Imported Breed Register (Utility),Class 2737.  Veteran Dog,7
Any Variety Imported Breed Register (Utility),Class 2738.  Minor Puppy Dog,1
Any Variety Imported Breed Register (Utility),Class 2739.  Puppy Dog,1
Any Variety Imported Breed Register (Utility),Class 2740.  Junior Dog,5
Any Variety Imported Breed Register (Utility),Class 2741.  Yearling Dog,5
Any Variety Imported Breed Register (Utility),Class 2742.  Post Graduate Dog,2
Any Variety Imported Breed Register (Utility),Class 2743.  Limit Dog,3
Any Variety Imported Breed Register (Utility),Class 2744.  Open Dog,18
Any Variety Imported Breed Register (Utility),Class 2745.  Good Citizen Dog Scheme Dog,0
Any Variety Imported Breed Register (Utility),Class 2746.  Veteran Bitch,5
Any Variety Imported Breed Register (Utility),Class 2747.  Minor Puppy Bitch,2
Any Variety Imported Breed Register (Utility),Class 2748.  Puppy Bitch,4
Any Variety Imported Breed Register (Utility),Class 2749.  Junior Bitch,8
Any Variety Imported Breed Register (Utility),Class 2750.  Yearling Bitch,6
Any Variety Imported Breed Register (Utility),Class 2751.  Post Graduate Bitch,6
Any Variety Imported Breed Register (Utility),Class 2752.  Limit Bitch,5
Any Variety Imported Breed Register (Utility),Class 2753.  Open Bitch,11
Any Variety Imported Breed Register (Utility),Class 2754.  Good Citizen Dog Scheme Bitch,0
Any Variety Imported Breed Register (Utility),Class 802.  Puppy Dog,0
Any Variety Imported Breed Register (Utility),Class 803.  Junior Dog,3
Any Variety Imported Breed Register (Utility),Class 804.  Post Graduate Dog,7
Any Variety Imported Breed Register (Utility),Class 805.  Limit Dog,4
Any Variety Imported Breed Register (Utility),Class 806.  Open Dog,10
Any Variety Imported Breed Register (Utility),Class 807.  Good Citizen Dog Scheme Dog,0
Any Variety Imported Breed Register (Utility),Class 808.  Puppy Bitch,5
Any Variety Imported Breed Register (Utility),Class 809.  Junior Bitch,7
Any Variety Imported Breed Register (Utility),Class 810.  Post Graduate Bitch,7
Any Variety Imported Breed Register (Utility),Class 811.  Limit Bitch,9
Any Variety Imported Breed Register (Utility),Class 812.  Open Bitch,9
Any Variety Imported Breed Register (Utility),Class 813.  Good Citizen Dog Scheme Bitch,0
Any Variety Imported Breed Register (Utility),Class 413.  Puppy Dog,2
Any Variety Imported Breed Register (Utility),Class 414.  Junior Dog,1
Any Variety Imported Breed Register (Utility),Class 415.  Post Graduate Dog,9
Any Variety Imported Breed Register (Utility),Class 416.  Open Dog,6
Any Variety Imported Breed Register (Utility),Class 417.  Good Citizen Dog Scheme Dog,1
Any Variety Imported Breed Register (Utility),Class 418.  Puppy Bitch,1
Any Variety Imported Breed Register (Utility),Class 419.  Junior Bitch,4
Any Variety Imported Breed Register (Utility),Class 420.  Post Graduate Bitch,10
Any Variety Imported Breed Register (Utility),Class 421.  Open Bitch,3
Any Variety Imported Breed Register (Utility),Class 422.  Good Citizen Dog Scheme Bitch,3
Overall,Class 1464.  For Gamekeepers,10
Overall,Class 1465.  For Working Gundogs - Best Dog Dog,12
Overall,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Overall,Class 1467.  For Gamekeepers,2
Overall,Class 1468.  For Working Gundogs - Best Dog Dog,5
Overall,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Overall,Class 1470.  For Gamekeepers,7
Overall,Class 1471.  For Working Gundogs - Best Dog Dog,11
Overall,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Overall,Class 1473.  For Gamekeepers,12
Overall,Class 1474.  For Working Gundogs - Best Dog Dog,48
Overall,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Overall,Class 1476.  For Gamekeepers,11
Overall,Class 1477.  For Working Gundogs - Best Dog Dog,21
Overall,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Overall,Class 1479.  Gamekeeper Team,29
Overall,Class 1480.  Class restricted to Retired Gamekeepers,5
Overall,Class 1481.  Working Gundog Team,45
Overall,Class 1482.  Best Young Handler under 14 years,15
Overall,Class 1483.  Best Young Handler 14-18 years,2
Overall,Class 3252.  Puppy Dog,1
Overall,Class 3253.  Junior Dog,2
Overall,Class 3254.  Post Graduate Dog,3
Overall,Class 3255.  Limit Dog,4
Overall,Class 3256.  Open Dog,9
Overall,Class 3257.  Good Citizen Dog Scheme Dog,3
Overall,Class 3258.  Puppy Bitch,0
Overall,Class 3259.  Junior Bitch,6
Overall,Class 3260.  Post Graduate Bitch,8
Overall,Class 3261.  Limit Bitch,5
Overall,Class 3262.  Open Bitch,10
Overall,Class 3263.  Good Citizen Dog Scheme Bitch,3
Overall,Class 2329.  Puppy Dog,0
Overall,Class 2330.  Junior Dog,5
Overall,Class 2331.  Post Graduate Dog,9
Overall,Class 2332.  Open Dog,16
Overall,Class 2333.  Good Citizen Dog Scheme Dog,2
Overall,Class 2334.  Puppy Bitch,2
Overall,Class 2335.  Junior Bitch,5
Overall,Class 2336.  Post Graduate Bitch,11
Overall,Class 2337.  Open Bitch,14
Overall,Class 2338.  Good Citizen Dog Scheme Bitch,4
Overall,Class 2737.  Veteran Dog,7
Overall,Class 2738.  Minor Puppy Dog,1
Overall,Class 2739.  Puppy Dog,1
Overall,Class 2740.  Junior Dog,5
Overall,Class 2741.  Yearling Dog,5
Overall,Class 2742.  Post Graduate Dog,2
Overall,Class 2743.  Limit Dog,3
Overall,Class 2744.  Open Dog,18
Overall,Class 2745.  Good Citizen Dog Scheme Dog,0
Overall,Class 2746.  Veteran Bitch,5
Overall,Class 2747.  Minor Puppy Bitch,2
Overall,Class 2748.  Puppy Bitch,4
Overall,Class 2749.  Junior Bitch,8
Overall,Class 2750.  Yearling Bitch,6
Overall,Class 2751.  Post Graduate Bitch,6
Overall,Class 2752.  Limit Bitch,5
Overall,Class 2753.  Open Bitch,11
Overall,Class 2754.  Good Citizen Dog Scheme Bitch,0
Overall,Class 802.  Puppy Dog,0
Overall,Class 803.  Junior Dog,3
Overall,Class 804.  Post Graduate Dog,7
Overall,Class 805.  Limit Dog,4
Overall,Class 806.  Open Dog,10
Overall,Class 807.  Good Citizen Dog Scheme Dog,0
Overall,Class 808.  Puppy Bitch,5
Overall,Class 809.  Junior Bitch,7
Overall,Class 810.  Post Graduate Bitch,7
Overall,Class 811.  Limit Bitch,9
Overall,Class 812.  Open Bitch,9
Overall,Class 813.  Good Citizen Dog Scheme Bitch,0
Overall,Class 413.  Puppy Dog,2
Overall,Class 414.  Junior Dog,1
Overall,Class 415.  Post Graduate Dog,9
Overall,Class 416.  Open Dog,6
Overall,Class 417.  Good Citizen Dog Scheme Dog,1
Overall,Class 418.  Puppy Bitch,1
Overall,Class 419.  Junior Bitch,4
Overall,Class 420.  Post Graduate Bitch,10
Overall,Class 421.  Open Bitch,3
Overall,Class 422.  Good Citizen Dog Scheme Bitch,3
Alaskan Malamute,Class 1464.  For Gamekeepers,10
Alaskan Malamute,Class 1465.  For Working Gundogs - Best Dog Dog,12
Alaskan Malamute,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Alaskan Malamute,Class 1467.  For Gamekeepers,2
Alaskan Malamute,Class 1468.  For Working Gundogs - Best Dog Dog,5
Alaskan Malamute,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Alaskan Malamute,Class 1470.  For Gamekeepers,7
Alaskan Malamute,Class 1471.  For Working Gundogs - Best Dog Dog,11
Alaskan Malamute,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Alaskan Malamute,Class 1473.  For Gamekeepers,12
Alaskan Malamute,Class 1474.  For Working Gundogs - Best Dog Dog,48
Alaskan Malamute,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Alaskan Malamute,Class 1476.  For Gamekeepers,11
Alaskan Malamute,Class 1477.  For Working Gundogs - Best Dog Dog,21
Alaskan Malamute,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Alaskan Malamute,Class 1479.  Gamekeeper Team,29
Alaskan Malamute,Class 1480.  Class restricted to Retired Gamekeepers,5
Alaskan Malamute,Class 1481.  Working Gundog Team,45
Alaskan Malamute,Class 1482.  Best Young Handler under 14 years,15
Alaskan Malamute,Class 1483.  Best Young Handler 14-18 years,2
Alaskan Malamute,Class 3252.  Puppy Dog,1
Alaskan Malamute,Class 3253.  Junior Dog,2
Alaskan Malamute,Class 3254.  Post Graduate Dog,3
Alaskan Malamute,Class 3255.  Limit Dog,4
Alaskan Malamute,Class 3256.  Open Dog,9
Alaskan Malamute,Class 3257.  Good Citizen Dog Scheme Dog,3
Alaskan Malamute,Class 3258.  Puppy Bitch,0
Alaskan Malamute,Class 3259.  Junior Bitch,6
Alaskan Malamute,Class 3260.  Post Graduate Bitch,8
Alaskan Malamute,Class 3261.  Limit Bitch,5
Alaskan Malamute,Class 3262.  Open Bitch,10
Alaskan Malamute,Class 3263.  Good Citizen Dog Scheme Bitch,3
Alaskan Malamute,Class 2329.  Puppy Dog,0
Alaskan Malamute,Class 2330.  Junior Dog,5
Alaskan Malamute,Class 2331.  Post Graduate Dog,9
Alaskan Malamute,Class 2332.  Open Dog,16
Alaskan Malamute,Class 2333.  Good Citizen Dog Scheme Dog,2
Alaskan Malamute,Class 2334.  Puppy Bitch,2
Alaskan Malamute,Class 2335.  Junior Bitch,5
Alaskan Malamute,Class 2336.  Post Graduate Bitch,11
Alaskan Malamute,Class 2337.  Open Bitch,14
Alaskan Malamute,Class 2338.  Good Citizen Dog Scheme Bitch,4
Alaskan Malamute,Class 2737.  Veteran Dog,7
Alaskan Malamute,Class 2738.  Minor Puppy Dog,1
Alaskan Malamute,Class 2739.  Puppy Dog,1
Alaskan Malamute,Class 2740.  Junior Dog,5
Alaskan Malamute,Class 2741.  Yearling Dog,5
Alaskan Malamute,Class 2742.  Post Graduate Dog,2
Alaskan Malamute,Class 2743.  Limit Dog,3
Alaskan Malamute,Class 2744.  Open Dog,18
Alaskan Malamute,Class 2745.  Good Citizen Dog Scheme Dog,0
Alaskan Malamute,Class 2746.  Veteran Bitch,5
Alaskan Malamute,Class 2747.  Minor Puppy Bitch,2
Alaskan Malamute,Class 2748.  Puppy Bitch,4
Alaskan Malamute,Class 2749.  Junior Bitch,8
Alaskan Malamute,Class 2750.  Yearling Bitch,6
Alaskan Malamute,Class 2751.  Post Graduate Bitch,6
Alaskan Malamute,Class 2752.  Limit Bitch,5
Alaskan Malamute,Class 2753.  Open Bitch,11
Alaskan Malamute,Class 2754.  Good Citizen Dog Scheme Bitch,0
Alaskan Malamute,Class 802.  Puppy Dog,0
Alaskan Malamute,Class 803.  Junior Dog,3
Alaskan Malamute,Class 804.  Post Graduate Dog,7
Alaskan Malamute,Class 805.  Limit Dog,4
Alaskan Malamute,Class 806.  Open Dog,10
Alaskan Malamute,Class 807.  Good Citizen Dog Scheme Dog,0
Alaskan Malamute,Class 808.  Puppy Bitch,5
Alaskan Malamute,Class 809.  Junior Bitch,7
Alaskan Malamute,Class 810.  Post Graduate Bitch,7
Alaskan Malamute,Class 811.  Limit Bitch,9
Alaskan Malamute,Class 812.  Open Bitch,9
Alaskan Malamute,Class 813.  Good Citizen Dog Scheme Bitch,0
Alaskan Malamute,Class 413.  Puppy Dog,2
Alaskan Malamute,Class 414.  Junior Dog,1
Alaskan Malamute,Class 415.  Post Graduate Dog,9
Alaskan Malamute,Class 416.  Open Dog,6
Alaskan Malamute,Class 417.  Good Citizen Dog Scheme Dog,1
Alaskan Malamute,Class 418.  Puppy Bitch,1
Alaskan Malamute,Class 419.  Junior Bitch,4
Alaskan Malamute,Class 420.  Post Graduate Bitch,10
Alaskan Malamute,Class 421.  Open Bitch,3
Alaskan Malamute,Class 422.  Good Citizen Dog Scheme Bitch,3
Alaskan Malamute,Class 1484.  Veteran Dog,3
Alaskan Malamute,Class 1485.  Minor Puppy Dog,0
Alaskan Malamute,Class 1486.  Puppy Dog,1
Alaskan Malamute,Class 1487.  Junior Dog,4
Alaskan Malamute,Class 1488.  Yearling Dog,3
Alaskan Malamute,Class 1489.  Post Graduate Dog,6
Alaskan Malamute,Class 1490.  Limit Dog,7
Alaskan Malamute,Class 1491.  Open Dog,16
Alaskan Malamute,Class 1492.  Good Citizen Dog Scheme Dog,3
Alaskan Malamute,Class 1493.  Veteran Bitch,13
Alaskan Malamute,Class 1494.  Minor Puppy Bitch,0
Alaskan Malamute,Class 1495.  Puppy Bitch,3
Alaskan Malamute,Class 1496.  Junior Bitch,4
Alaskan Malamute,Class 1497.  Yearling Bitch,3
Alaskan Malamute,Class 1498.  Post Graduate Bitch,4
Alaskan Malamute,Class 1499.  Limit Bitch,13
Alaskan Malamute,Class 1500.  Open Bitch,13
Alaskan Malamute,Class 1501.  Good Citizen Dog Scheme Bitch,3
Bernese Mountain Dog,Class 1464.  For Gamekeepers,10
Bernese Mountain Dog,Class 1465.  For Working Gundogs - Best Dog Dog,12
Bernese Mountain Dog,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Bernese Mountain Dog,Class 1467.  For Gamekeepers,2
Bernese Mountain Dog,Class 1468.  For Working Gundogs - Best Dog Dog,5
Bernese Mountain Dog,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Bernese Mountain Dog,Class 1470.  For Gamekeepers,7
Bernese Mountain Dog,Class 1471.  For Working Gundogs - Best Dog Dog,11
Bernese Mountain Dog,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Bernese Mountain Dog,Class 1473.  For Gamekeepers,12
Bernese Mountain Dog,Class 1474.  For Working Gundogs - Best Dog Dog,48
Bernese Mountain Dog,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Bernese Mountain Dog,Class 1476.  For Gamekeepers,11
Bernese Mountain Dog,Class 1477.  For Working Gundogs - Best Dog Dog,21
Bernese Mountain Dog,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Bernese Mountain Dog,Class 1479.  Gamekeeper Team,29
Bernese Mountain Dog,Class 1480.  Class restricted to Retired Gamekeepers,5
Bernese Mountain Dog,Class 1481.  Working Gundog Team,45
Bernese Mountain Dog,Class 1482.  Best Young Handler under 14 years,15
Bernese Mountain Dog,Class 1483.  Best Young Handler 14-18 years,2
Bernese Mountain Dog,Class 3252.  Puppy Dog,1
Bernese Mountain Dog,Class 3253.  Junior Dog,2
Bernese Mountain Dog,Class 3254.  Post Graduate Dog,3
Bernese Mountain Dog,Class 3255.  Limit Dog,4
Bernese Mountain Dog,Class 3256.  Open Dog,9
Bernese Mountain Dog,Class 3257.  Good Citizen Dog Scheme Dog,3
Bernese Mountain Dog,Class 3258.  Puppy Bitch,0
Bernese Mountain Dog,Class 3259.  Junior Bitch,6
Bernese Mountain Dog,Class 3260.  Post Graduate Bitch,8
Bernese Mountain Dog,Class 3261.  Limit Bitch,5
Bernese Mountain Dog,Class 3262.  Open Bitch,10
Bernese Mountain Dog,Class 3263.  Good Citizen Dog Scheme Bitch,3
Bernese Mountain Dog,Class 2329.  Puppy Dog,0
Bernese Mountain Dog,Class 2330.  Junior Dog,5
Bernese Mountain Dog,Class 2331.  Post Graduate Dog,9
Bernese Mountain Dog,Class 2332.  Open Dog,16
Bernese Mountain Dog,Class 2333.  Good Citizen Dog Scheme Dog,2
Bernese Mountain Dog,Class 2334.  Puppy Bitch,2
Bernese Mountain Dog,Class 2335.  Junior Bitch,5
Bernese Mountain Dog,Class 2336.  Post Graduate Bitch,11
Bernese Mountain Dog,Class 2337.  Open Bitch,14
Bernese Mountain Dog,Class 2338.  Good Citizen Dog Scheme Bitch,4
Bernese Mountain Dog,Class 2737.  Veteran Dog,7
Bernese Mountain Dog,Class 2738.  Minor Puppy Dog,1
Bernese Mountain Dog,Class 2739.  Puppy Dog,1
Bernese Mountain Dog,Class 2740.  Junior Dog,5
Bernese Mountain Dog,Class 2741.  Yearling Dog,5
Bernese Mountain Dog,Class 2742.  Post Graduate Dog,2
Bernese Mountain Dog,Class 2743.  Limit Dog,3
Bernese Mountain Dog,Class 2744.  Open Dog,18
Bernese Mountain Dog,Class 2745.  Good Citizen Dog Scheme Dog,0
Bernese Mountain Dog,Class 2746.  Veteran Bitch,5
Bernese Mountain Dog,Class 2747.  Minor Puppy Bitch,2
Bernese Mountain Dog,Class 2748.  Puppy Bitch,4
Bernese Mountain Dog,Class 2749.  Junior Bitch,8
Bernese Mountain Dog,Class 2750.  Yearling Bitch,6
Bernese Mountain Dog,Class 2751.  Post Graduate Bitch,6
Bernese Mountain Dog,Class 2752.  Limit Bitch,5
Bernese Mountain Dog,Class 2753.  Open Bitch,11
Bernese Mountain Dog,Class 2754.  Good Citizen Dog Scheme Bitch,0
Bernese Mountain Dog,Class 802.  Puppy Dog,0
Bernese Mountain Dog,Class 803.  Junior Dog,3
Bernese Mountain Dog,Class 804.  Post Graduate Dog,7
Bernese Mountain Dog,Class 805.  Limit Dog,4
Bernese Mountain Dog,Class 806.  Open Dog,10
Bernese Mountain Dog,Class 807.  Good Citizen Dog Scheme Dog,0
Bernese Mountain Dog,Class 808.  Puppy Bitch,5
Bernese Mountain Dog,Class 809.  Junior Bitch,7
Bernese Mountain Dog,Class 810.  Post Graduate Bitch,7
Bernese Mountain Dog,Class 811.  Limit Bitch,9
Bernese Mountain Dog,Class 812.  Open Bitch,9
Bernese Mountain Dog,Class 813.  Good Citizen Dog Scheme Bitch,0
Bernese Mountain Dog,Class 413.  Puppy Dog,2
Bernese Mountain Dog,Class 414.  Junior Dog,1
Bernese Mountain Dog,Class 415.  Post Graduate Dog,9
Bernese Mountain Dog,Class 416.  Open Dog,6
Bernese Mountain Dog,Class 417.  Good Citizen Dog Scheme Dog,1
Bernese Mountain Dog,Class 418.  Puppy Bitch,1
Bernese Mountain Dog,Class 419.  Junior Bitch,4
Bernese Mountain Dog,Class 420.  Post Graduate Bitch,10
Bernese Mountain Dog,Class 421.  Open Bitch,3
Bernese Mountain Dog,Class 422.  Good Citizen Dog Scheme Bitch,3
Bernese Mountain Dog,Class 1502.  Veteran Dog,6
Bernese Mountain Dog,Class 1503.  Minor Puppy Dog,1
Bernese Mountain Dog,Class 1504.  Puppy Dog,6
Bernese Mountain Dog,Class 1505.  Junior Dog,6
Bernese Mountain Dog,Class 1506.  Yearling Dog,7
Bernese Mountain Dog,Class 1507.  Post Graduate Dog,10
Bernese Mountain Dog,Class 1508.  Limit Dog,12
Bernese Mountain Dog,Class 1509.  Open Dog,24
Bernese Mountain Dog,Class 1510.  Good Citizen Dog Scheme Dog,5
Bernese Mountain Dog,Class 1511.  Veteran Bitch,11
Bernese Mountain Dog,Class 1512.  Minor Puppy Bitch,2
Bernese Mountain Dog,Class 1513.  Puppy Bitch,6
Bernese Mountain Dog,Class 1514.  Junior Bitch,6
Bernese Mountain Dog,Class 1515.  Yearling Bitch,16
Bernese Mountain Dog,Class 1516.  Post Graduate Bitch,12
Bernese Mountain Dog,Class 1517.  Limit Bitch,18
Bernese Mountain Dog,Class 1518.  Open Bitch,16
Bernese Mountain Dog,Class 1519.  Good Citizen Dog Scheme Bitch,7
Bouvier Des Flandres,Class 1464.  For Gamekeepers,10
Bouvier Des Flandres,Class 1465.  For Working Gundogs - Best Dog Dog,12
Bouvier Des Flandres,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Bouvier Des Flandres,Class 1467.  For Gamekeepers,2
